ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Description,Categories,Language
0440326095,Famous American Plays of the 1960s,Harold Clurman,1988,Dell Publishing Company,,,
0804003025,Under a Glass Bell (Swallow Paperbook),Anais Nin,1977,Swallow Press,,,
074344843X,Alphabetical Hook-Up List K-Q,Pheobe McPhee,2002,MTV,,,
0373288786,"Tapestry Of Dreams (Harlequin Historical, No 278)",Nina Beaumont,1995,Harlequin,,,
0812508718,Beetle Bailey: A Flying Beetle,Mort Walker,1990,Tor Books,,,
0380977303,Partner in Crime,J.A. Jance,2002,William Morrow,,,
3203850273,"'Mit Verlaub, Sie sind ein Arschloch.' Joschkas schÃ?Â¤rfste SprÃ?Â¼che.",Matthias Ohnsmann,2001,"Europa, Hamburg",,,
2877142639,Crime and Punishment,Fyodor M. Dostoevsky,1999,Bookking International,,,
0917342372,"Sex Behind Bars: A Novella, Short Stories, and True Accounts",Robert N. Boyd,1983,Gay Sunshine Press,,,
0809166348,Journey to Christmas: A Yuletide Story for Children of All Ages,Wayne Skinner,1996,Paulist Press,,,
0800751884,Marrying Again,David Hocking,1985,Fleming H Revell Co,,,
1903035058,Merlin,Geoffrey Ashe,2001,Wessex Books,,,
0380978679,Silver Scream: A Bed-and-Breakfast Mystery,Mary Daheim,2002,William Morrow,,,
0609604074,Trans-Sister Radio,Chris A.  Bohjalian,2000,Harmony Books,,,
3442164397,AngstzustÃ?Â¤nde und Panikattacken erfolgreich meistern.,Shirley Trickett,2002,Goldmann,,,
0881924040,Dirr's Hardy Trees and Shrubs: An Illustrated Encyclopedia,Michael A. Dirr,1997,Timber Press (OR),,,
0312420641,Afterimage : A Novel,Helen Humphreys,2002,Picador,,,
0451523156,The Scarlet Pimpernel (Signet Classics (Paperback)),Emmuska Orczy Orczy,1982,Signet Book,,,
042519213X,On What Grounds (Coffeehouse Mystery),Cleo Coyle,2003,Berkley Publishing Group,,,
0307215261,Trixie Belden and the Gatehouse Mystery (Gatehouse Mystery),Julie Campbell,1977,Random House Childrens Books,,,
067102471X,A Five-Year Plan,Philip Kerr,1999,Pocket,,,
0373032331,"Unexpected Landlord (Harlequin Romance, No 3233)",Fern Michaels,1992,Harlequin,,,
1400075319,Going Out,SCARLETT THOMAS,2004,Anchor,,,
0961595159,Ten Thousand Tastes of Minnesota,Meyers,1990,Womans Club of Minneapolis,,,
0451203070,Tending Roses,Lisa Wingate,2001,New American Library,,,
0425170373,Spider-Man: Emerald Mystery (Spider-Man (Boulevard Books)),Dean Wesley Smith,2000,Berkley Publishing Group,,,
0671520474,"The Captain's Daughter (Star Trek, Book 76)",Peter David,1995,Star Trek,"In Demora, Captain Sulu's daughter, an exemplary young Starfleet officer, suddenly attacks her commanding officer, who kills her in self-defense. When Sulu investigates his daughter's bizarre death, he finds himself confronted by an old enemy eager to destroy Sulu's reputation--and his life.",Interplanetary voyages,
0716725037,Uncertainty : The Life and Science of Werner Heisenberg,David C. Cassidy,1993,W. H. Freeman,,,
0892562900,Letitia Baldrige's Complete Guide to Executive Manners,Letitia Baldrige,1985,Scribner,,,
0786880996,Wherever You Go There You Are,John Kabat-Zinn,1920,Hyperion Books,,,
0945582730,How to Live at the Beach,Sandy Gingras,2001,Down the Shore Publishing,,,
0553564455,Home to Texas,Max McCoy,1995,Bantam Books,,,
1559351659,The Commodore,Patrick O'Brian,1995,Soundelux Audio Publishing,,,
0373075200,"Prince Conor (Silhouette Intimate Moments, No 7520)",Maura Seger,1993,Silhouette,,,
3704321893,"Katzen. Kennen lernen, Haltung, Pflege, ZÃ?Â¼chtung.",Alexa Capra,2000,Neuer Kaiser Verlag,,,
0674012682,Why Societies Need Dissent (Oliver Wendell Holmes Lectures),Cass R. Sunstein,2003,Harvard University Press,,,
0590947257,Forever Amber Brown (Amber Brown (Paperback)),Paula Danziger,1997,Jump at the Sun,"Sometimes when things change, the most important thing stays the same. School pictures ... they are like life. Sometimes they don't turn out the way you want.",Juvenile Fiction,en
3442352142,La Belle und La Betty.,Andrea Parr,2000,Goldmann,,,
2253145068,"Les dames du Lac, tome 3 : Le secret d'Avalon",Marion Zimmer Bradley,1998,LGF,,,
067990848X,The Berenstain Bears' trouble with pets (A First time book),Stan Berenstain,1990,Random House,,,
0590025929,Franklin's New Friend (Franklin),Paulette Bourgeois,1997,Scholastic,,,
0521398347,"Myth, Literature and the African World (Canto)",Wole Soyinka,1990,Cambridge University Press,,,
0786410116,Graves' Disease: A Practical Guide,Elaine A. Moore,2001,McFarland &amp; Company,,,
3293201776,Black Erotica.,Miriam DeCosta-Willis,2000,Unionsverlag,,,
0060567236,Lord of Light,Roger Zelazny,2004,Eos,,,
0753451131,Cats,Amanda O'Neill,1998,Kingfisher,"Surveys the breeding, care, evolution, behavior, mythology, and domestication of cats.",Juvenile Nonfiction,
0803653719,Therapeutic exercise: Foundations and techniques,Carolyn Kisner,1985,F.A. Davis,,,
0399148442,Why Does He Do That?: Inside the Minds of Angry and Controlling Men,Lundy Bancroft,2002,G. P. Putnam's Sons,,,
0380775301,The Wind Blows Backward,Mary Downing Hahn,1994,HarperTrophy,,,
0060148489,Love poems: A bilingual edition,Yehuda Amichai,1981,Harper &amp; Row,,,
1556614624,"Heart and Soul (The Innocent Years, No 3)",Robert Funderburk,1995,Bethany House Publishers,,,
0880882239,Notes to Myself: A Guided Journal (Guided Journals),Nick Beillenson,1999,Peter Pauper Press,,,
0684830876,Mir: A Novel of Virtual Reality,Alexander Besher,1998,Simon &amp; Schuster Books,,,
982020125X,The Girl in the Moon Circle,Sia Figiel,1996,Institute of Pacific Studies,,,
034537147X,The Case of the Half-Wakened Wife (A Perry Mason Mystery),Erle Stanley Gardner,1991,Fawcett Books,,,
0764912623,The Library of Congress: An Architectural Alphabet,James Billington,2000,Pomegranate Communications,,,
0439327660,School's In!,Debbie Dadey,2001,Scholastic Inc.,"A collection of new stories about some of your favorite characters such as Horrible Harry and the Bailey School Kids, plus excerpts from favorite books about Ramona, Julian, and Tomie.",Detective and mystery stories,en
0141310693,The Kestrel,Lloyd Alexander,2002,Puffin Books,,,
0399505210,Some Prefer Nettles,Junichiro Tanizaki,1981,Berkley Pub Group,,,
0140042393,The Grapes of Wrath,John Steinbeck,1976,Penguin USA,"First published in 1939, ""The Grapes of Wrath"" is a landmark of American literature. This Pulitzer Prize-winning epic of the Great Depression chronicles the Dust Bowl migration of the 1930s and tells the story of one Oklahoma farm homestead by the ""land companies"" and forced to travel west to the promised land of California. A portrait of conflict between the powerful and the powerless, the novel captures the horrors of the Depression and probes the very nature of equality in America. Copyright © Libri GmbH. All rights reserved.",Fiction,en
0895945177,On Women Turning Forty: Coming into Our Fullness,Cathleen Rountree,1991,Crossing Press,"Focuses on turning forty as a rite of passage, a threshold to a richer, more fulfilling life. It contains the stories of women who have rewritten their life scripts in creative and often amazing ways.",Social Science,
0006380905,The Kenneth Williams Diaries,Kenneth Williams,1994,HarperCollins Publishers,,,
0226750310,Mixed Company (Phoenix Poets),Alan Shapiro,1996,University of Chicago Press,,,
0803616015,Foot and Ankle Pain (Pain Series),Rene Cailliet,1982,Davis Publications,,,
0743446291,Lost,Joy Fielding,2003,Atria Books,,,
0874742552,"The Hold Life Has: Coca and Cultural Identity in an Andean Community (Smithsonian Series in Ethnographic Inquiry, No 12)",Catherine J. Allen,1988,Smithsonian Institution Press,,,
093569692X,Pillars of Pentegarn (Endless Quest Book),Rose Estes,1982,TSR,,,
0877957096,The Gallery (The Arbor House Library of Contemporary Americana),John Horne Burns,1985,Arbor House Pub Co,,,
0671420429,JACK IN BOX,William Kotzwinkle,1981,Pocket,,,
0671880241,CASINO (TM) MAGAZINE'S PLAY SMART AND WIN: HOW TO BEAT MOST POPLR CASINO GAMES,Victor Royer,1994,Fireside,,,
0299161641,"Widescreen Dreams: Growing Up Gay at the Movies (Living Out: Gay and Lesbian Autobiographies, Joan Larkin and David Bergman, Series Editors)",Patrick E. Horrigan,2001,University of Wisconsin Press,,,
087272073X,Touch of Love,Barbara Cartland,1977,Brodart Co,,,
0373118155,"Mischief And Marriage (Top Author) (Harlequin Presents, 1815)",Emma Darcy,1996,Harlequin,,,
0836210271,The Return of the Lone Iguana : A FoxTrot Collection,Bill Amend,1996,Andrews McMeel Publishing,,,
0312290470,Hayburner: A Gail McCarthy Mystery,Laura Crum,2003,St. Martin's Minotaur,,,
0679722955,The Names (Vintage Contemporaries (Paperback)),Don DeLillo,1989,Vintage Books USA,,,
0446350397,Freaky Deaky,Elmore Leonard,1989,Warner Books,,,
0375420274,The Northern Lights: The True Story of the Man Who Unlocked the Secrets of the Aurora Borealis,Lucy Jago,2001,Random House Audio,,,
0971802300,I Choose To Believe,Carol A. Reid,2002,Carol A. Reid,,,
0452283469,The Trouble With Catherine,Andes Hruby,2003,Plume Books,,,
1861760159,The Royal Navy: A History from the Earliest Times to the Present (Royal Navy),Wm. Laird Clowes,1997,Chatham Publishing,,,
0936728620,New Wine or Old Deception:,Roger Oakland,1996,Dick Sleeper Distribution,,,
0890836078,Whitewater Dynasty #01 Hudson,Helen Lee Poole,1980,Zebra Books,,,
2265017302,"Les hommes-processeurs (Collection \Anticipation\"")""",Michel Jeury,1981,Editions Fleuve noir,,,
0935710019,Awaken the Genius in Your Child,Nicola Tauraso,1981,Hidden Valley Pr,,Psychology,en
0380768968,Cookie McCorkle and the Case of the Crooked Key (An Avon Camelot Book),Sharon Cadwallader,1993,Harpercollins Juvenile Books,,,
0821725041,Prairie Paradise,Emma Harrington,1988,Kensington Books,,,
039913381X,The Cat Who Sniffed Glue,Lilian Jackson Braun,1988,Putnam Pub Group,Jim Qwillerman and his feline sleuthing companions search for a motive to the murder of Harley Fitch and his pregnant wife Belle in the isolated community of Pickax,Fiction,
1591160995,Maison Ikkoku : Family Affairs (Maison Ikkoku),Rumiko Takahashi,2003,Viz Communications,,,
0873585690,Mountain Town: Flagstaff's First Century,Platt Cline,1994,Northland Pub,,,
3498043811,Die Globalisierungsfalle. Der Angriff auf Demokratie und Wohlstand.,Hans-Peter Martin,1996,"Rowohlt, Reinbek",,,
0060390859,Perestroika: New Thinking for Our Country and the World,Mikhail Gorbachev,1987,Harpercollins,,,
0671468944,MURDER ORIENT EXPS,Agatha Christie,1982,Pocket,,,
0345325613,"Pirates of the Thunder (Rings of the Master, Book 2)",Jack L. Chalker,1988,Del Rey Books,,,
0385293925,Family Album,Danielle Steel,1985,Delacorte Press,,,
0451127315,Eating is Okay,Henry A. Jordan,1983,Signet Book,,,
0745142818,Adrian Mole: The Wilderness Years,Sue Townsend,1994,Chivers Audio Books,,,
371850118X,Bastarde der WÃ¶lfin: Lebenszeichen aus Rom,Valentin Herzog,1992,Janus,,,
0868614270,The Treaty of Waitangi,Claudia Orange,1996,Paul &amp; Co Pub Consortium,,,
0451180429,The Quiet Game,Greg Iles,2000,Signet Book,"INTRODUCING PENN CAGE... From the author of Cemetery Road comes the first intelligent, gripping thriller in the #1 New York Times bestselling Penn Cage series. Natchez, Mississippi. Jewel of the South. City of old money and older sins. And childhood home of Houston prosecutor Penn Cage. In the aftermath of a personal tragedy, this is where Penn has returned for solitude. This is where he hopes to find peace. What he discovers instead is his own family trapped in a mystery buried for thirty years but never forgotten—the town’s darkest secret, now set to trap and destroy Penn as well.",Fiction,en
0380700298,Eight Black Horses (87th Precinct Novel),Ed McBain,1986,Harper Mass Market Paperbacks,,,
3404186427,Gefangene des Herzens.,Lael St. James,2002,LÃ?Â¼bbe,,,
2020088932,L'enfant de sable: Roman,Tahar Ben Jelloun,1985,Editions du Seuil,,,
849540768X,La Celestina,Fernando de Rojas,2001,Andres Bello,,Drama,
1585421332,Midnight to the North: The Untold Story of the Woman Who Saved the Polaris Expedition,Sheila Nickerson,2002,Jeremy P. Tarcher,,,
0425108392,Dance of the Gods,Norma Beishir,1991,Berkley Pub Group,,,
0828903166,Cross-country skiing today,John H Caldwell,1977,S. Greene Press,,,
0373026129,Villa Of Vengence,Annabel Murray,1984,Harlequin,,,
0451193326,Whiskey River (The Sundown Riders),Ralph Compton,1999,Signet Book,,,
0963648004,The Primal Wound: Understanding the Adopted Child,Nancy Verrier,1993,Nancy Verrier,,,
0965539105,"Dance with the elephants: Free your creativity and write : a guide for writers, educators, and therapists with sixty motivational writing exercises",Ronni Miller,1996,Robi Jode Press,,,
0671642650,Willie: An Autobiography,Willie Nelson,1988,Simon &amp; Schuster,,,
0064472833,Fingerprints #6: Revelations (Fingerprints),Melinda Metz,2001,Avon,,,
0814477844,Managing Knock Your Socks Off Service (Knock Your Socks Off Series),Chip R. Bell,1992,American Management Association,,,
0874832691,"Healers on the Mountain/and Other Myths of Native American Medicine: Traditional Native American Stories for Cleansing, Healing, Testing, and Preserv",Teresa Pijoan,1993,August House Pub,,,
0821717723,"Torturers of Tet (Saigon Commandos, No 10)",Jonathan Cain,1986,Kensington Books,,,
0590335502,Charles in Charge,Elizabeth Faucher,1984,Scholastic,,,
0061065862,The Case of the Green Ghost (The New Adventures of Mary-Kate &amp; Ashley #13),Mary-Kate &amp; Ashley Olsen,1999,HarperEntertainment,,,
080707943X,Inventing Lesbian Cultures in America,Ellen Lewin,1996,Beacon Press,,,
3787692800,KatzentatzenhÃ?Â¼hnerhof.,Fredrik Vahle,1989,Middelhauve,,,
8484375463,El Falco del Comte,Assumpcio Cantalozella,2003,Proa,,,
3442354811,Das Haus der verlorenen Kinder.,Jenny Jones,2002,Goldmann,,,
349915398X,Hasenherz. Roman.,John Updike,1976,Rowohlt Tb.,,,
0155071920,Understanding the Constitution,J. W. Peltason,2000,Harcourt,,,
0006513395,The Mastership Game,Scott McBain,2000,HarperCollins,,,
1562828789,Road Scholar: Coast to Coast Late in the Century,Andrei Codrescu,1993,Hyperion Books,,,
1591161878,Naruto : Vol. 3 (Naruto (Graphic Novels)),Masashi Kishimoto,2004,Viz Communications,,,
0394502949,Cosmos,Carl Sagan,1980,Random House,,,
0452271401,A Philosophical Investigation,Philip Kerr,1994,Plume Books,,,
0515099325,Ambush at Osirak,Herbert Crowder,1989,Jove Books,,,
1563522500,Don't Fence Me in: An Anecdotal Biography of Lewis Grizzard,Lewis Grizzard,1995,Natl Book Network,,,
0060992301,The last raven,Craig Thomas,1990,Harper &amp; Row,,,
0446514802,Life Lines,Jill Ireland,1989,Warner Books Inc,,,
0345293681,Star Wars,Lucas,1980,Not Avail,,,
0553259431,The Gandalara Cycle: Volume II,Randall Garrett,1986,Spectra Books,,,
0375412972,Yeats Is Dead! A Mystery by 15 Irish Writers,Roddy Doyle,2001,Alfred A. Knopf,"“I think he was dead before I shot him.” With these auspicious words begins a murder mystery so utterly unlike any other that it took fifteen of Ireland’s finest writers (working well below their peak) to bring it to its unlikely conclusion. The plot involves a mad search for the only manuscript of an unpublished novel by James Joyce, and features a stellar cast—including a sadistic sergeant with the unlikely name of Andy Andrews and the unforgettable mob boss Mrs. Bloom, a woman “who had tried everything but drew the line at honesty.” Raucous, raunchy, gratuitously violent and completely hilarious,Yeats Is Dead!is a diabolically entertaining mulligan stew of a novel. James Joyce would be proud.","Detective and mystery stories, English",en
0679420398,Animal Farm (Everyman's Library Series),George Orwell,1993,Alfred A. Knopf,,,
2858150834,"Happy-ends, numÃ?Â©ro 7",Edika,1993,Fluide glacial-Audie,,,
0451196848,"The Bush League (Trailsman, No 210)",Jon Sharpe,1999,Signet Book,,,
1562059513,Inside Adobe(R) Photoshop(R) 5 (Limited Edition),Gary David Bouton,1998,New Riders Publishing,PLEASE PROVIDE COURSE INFORMATION PLEASE PROVIDE,Computers,
